gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
184,0.009672587044,0.1616058699,0.006351058586,0.1270379887,3.234962836
185,0.009672587044,0.1851190942,0.006351058586,0.1269233272,3.213685769
186,0.009672587044,0.2451256514,0.006351058586,0.1268087691,3.200274549
187,0.009672587044,0.2453263818,0.006351058586,0.1266943144,3.249514657
188,0.009672587044,0.2745872509,0.006351058586,0.1265799631,3.225417421
189,0.009672587044,0.2359594854,0.006351058586,0.126465715,3.286250547
190,0.009672587044,0.1992220814,0.006351058586,0.1263515699,3.335935829
191,0.009672587044,0.1719184747,0.006351058586,0.1262375279,3.379995577
192,0.009672587044,0.1894458652,0.006351058586,0.1261235889,3.342299568
193,0.009672587044,0.1804952781,0.006351058586,0.1260097526,3.321837169
194,0.009672587044,0.1491944985,0.006351058586,0.1258960192,3.272595383
195,0.009672587044,0.181837578,0.006351058586,0.1257823883,3.263880233
196,0.009672587044,0.1978560937,0.006351058586,0.1256688601,3.27223949
197,0.009672587044,0.1698855424,0.006351058586,0.1255554343,3.304417214
198,0.009672587044,0.1509059474,0.006351058586,0.1254421108,3.368692697
199,0.009672587044,0.1368480823,0.006351058586,0.1253288897,3.396586667
200,0.009672587044,0.1854699755,0.006351058586,0.1252157707,3.390573314
201,0.009672587044,0.1703960788,0.006351058586,0.1251027539,3.410163781
202,0.009672587044,0.1626014291,0.006351058586,0.124989839,3.455351403
203,0.009672587044,0.1720072748,0.006351058586,0.1248770261,3.442794057
204,0.009672587044,0.1736942022,0.006351058586,0.124764315,3.460898679
205,0.009672587044,0.1337598159,0.006351058586,0.1246517056,3.484821683
206,0.009672587044,0.1723356289,0.006351058586,0.1245391979,3.473071288
207,0.009672587044,0.2226613066,0.006351058586,0.1244267917,3.467078672
208,0.009672587044,0.185507421,0.006351058586,0.1243144869,3.53254849
209,0.009672587044,0.1724708753,0.006351058586,0.1242022836,3.532954935
210,0.009672587044,0.1383428128,0.006351058586,0.1240901815,3.554109667
211,0.009672587044,0.1699923211,0.006351058586,0.1239781805,3.556185862
212,0.009672587044,0.1711628704,0.006351058586,0.1238662807,3.544479635
213,0.009672587044,0.2041262048,0.006351058586,0.1237544819,3.555228915
214,0.009672587044,0.201258568,0.006351058586,0.1236427839,3.589782629
215,0.009672587044,0.1798982159,0.006351058586,0.1235311868,3.601051991
216,0.009672587044,0.1804422168,0.006351058586,0.1234196904,3.616346405
217,0.009672587044,0.2170465971,0.006351058586,0.1233082947,3.623106392
218,0.009672587044,0.1986264652,0.006351058586,0.1231969995,3.63841957
219,0.009672587044,0.2330839543,0.006351058586,0.1230858047,3.660184364
220,0.008747583216,0.155752776,0.006613724905,0.1229747103,3.670112964
221,0.008747583216,0.1798805301,0.006613724905,0.1228637162,3.685813427
222,0.008747583216,0.1449131474,0.006613724905,0.1227528223,3.719185273
223,0.008747583216,0.1668429274,0.006613724905,0.1226420284,3.732656987
224,0.008747583216,0.1650359983,0.006613724905,0.1225313346,3.729992201
225,0.008747583216,0.2233220256,0.006613724905,0.1224207406,3.726074681
226,0.008747583216,0.1896254902,0.006613724905,0.1223102465,3.734496713
227,0.008747583216,0.1955857507,0.006613724905,0.1221998521,3.750931255
228,0.008747583216,0.1600414269,0.006613724905,0.1220895573,3.743585154
229,0.008747583216,0.1626050205,0.006613724905,0.1219793621,3.736115185
230,0.008747583216,0.2664392244,0.006613724905,0.1218692664,3.701263661
231,0.008747583216,0.2530359211,0.006613724905,0.12175927,3.724744007
232,0.008747583216,0.2463941087,0.006613724905,0.1216493729,3.691355795
233,0.008747583216,0.206584914,0.006613724905,0.121539575,3.724572859
234,0.008747583216,0.1822896035,0.006613724905,0.1214298762,3.685027868
235,0.008747583216,0.2176333346,0.006613724905,0.1213202764,3.656210062
236,0.008747583216,0.163272041,0.006613724905,0.1212107755,3.675299774
237,0.008722360208,0.1821846529,0.00584537752,0.1211013735,3.682596172
238,0.008722360208,0.266366866,0.00584537752,0.1209920702,3.658647458
239,0.008722360208,0.2026979985,0.00584537752,0.1208828656,3.690532674
240,0.008722360208,0.1868425714,0.00584537752,0.1207737595,3.682271977
241,0.008722360208,0.2412409401,0.00584537752,0.1206647519,3.665658002
242,0.008722360208,0.2426250096,0.00584537752,0.1205558427,3.711551251
243,0.008722360208,0.1631251897,0.00584537752,0.1204470318,3.756527336
244,0.008722360208,0.2224668205,0.00584537752,0.1203383191,3.77407961
245,0.008722360208,0.1973487348,0.00584537752,0.1202297045,3.779126547
246,0.008722360208,0.1436127952,0.00584537752,0.120121188,3.794883982
247,0.008722360208,0.2130076487,0.00584537752,0.1200127694,3.787405981
248,0.008722360208,0.2096110926,0.00584537752,0.1199044486,3.797194274
249,0.008722360208,0.2594916381,0.00584537752,0.1197962256,3.833213432
250,0.008722360208,0.1964627237,0.00584537752,0.1196881003,3.883270697
251,0.008722360208,0.1652098195,0.00584537752,0.1195800726,3.89986308
252,0.008722360208,0.1890434032,0.00584537752,0.1194721424,3.93779303
253,0.008722360208,0.1931419311,0.00584537752,0.1193643096,3.951066379
254,0.008722360208,0.1782931886,0.00584537752,0.1192565742,3.961143847
255,0.008722360208,0.1585999343,0.00584537752,0.119148936,3.951246137
256,0.008722360208,0.1787062889,0.00584537752,0.1190413949,3.957320769
257,0.008722360208,0.1601670848,0.00584537752,0.1189339509,3.976654029
